 T =  300.0 K
 Configuration with maximum probability:            2
 Configuration with minimum probability:         2853

         m  omega(m)         Sd(m)      ene(m)       Ed(m)        p(m)
       426        12  0.214133E-03  -7727.6247  -7727.6889      0.0000
       427        12  0.214133E-03  -7727.5917  -7727.6560      0.0000
       428        12  0.214133E-03  -7727.8294  -7727.8936      0.0045
       429        12  0.214133E-03  -7727.5891  -7727.6534      0.0000
       430        12  0.214133E-03  -7727.4458  -7727.5100      0.0000
       431        12  0.214133E-03  -7727.4330  -7727.4972      0.0000
       432        12  0.214133E-03  -7727.4813  -7727.5455      0.0000
       433        12  0.214133E-03  -7726.9376  -7727.0019      0.0000
       434        12  0.214133E-03  -7727.4825  -7727.5468      0.0000
       435        12  0.214133E-03  -7726.7732  -7726.8374      0.0000
       436        12  0.214133E-03  -7726.8535  -7726.9177      0.0000
       437        12  0.214133E-03  -7726.8183  -7726.8825      0.0000
       438        12  0.214133E-03  -7727.4688  -7727.5330      0.0000
       439        12  0.214133E-03  -7727.4820  -7727.5462      0.0000
       440        12  0.214133E-03  -7727.4554  -7727.5196      0.0000
       441        12  0.214133E-03  -7727.4555  -7727.5197      0.0000
       442        12  0.214133E-03  -7727.3762  -7727.4404      0.0000
       443        12  0.214133E-03  -7727.3701  -7727.4344      0.0000
       444        12  0.214133E-03  -7727.3900  -7727.4542      0.0000
       445        12  0.214133E-03  -7726.7131  -7726.7773      0.0000
       446        12  0.214133E-03  -7727.3860  -7727.4502      0.0000
       447        12  0.214133E-03  -7726.9073  -7726.9715      0.0000
       448        12  0.214133E-03  -7726.9051  -7726.9693      0.0000
       449        12  0.214133E-03  -7726.7891  -7726.8533      0.0000
       450        12  0.214133E-03  -7727.3872  -7727.4514      0.0000
       451        12  0.214133E-03  -7727.3766  -7727.4408      0.0000
       452        12  0.214133E-03  -7727.3695  -7727.4337      0.0000
       453        12  0.214133E-03  -7727.3460  -7727.4103      0.0000
       454        12  0.214133E-03  -7726.7621  -7726.8263      0.0000
       455        12  0.214133E-03  -7726.9040  -7726.9682      0.0000
       456        12  0.214133E-03  -7726.8665  -7726.9307      0.0000
       457        12  0.214133E-03  -7726.7587  -7726.8229      0.0000
       458        12  0.214133E-03  -7726.8345  -7726.8987      0.0000
       459        12  0.214133E-03  -7726.8560  -7726.9202      0.0000
       460        12  0.214133E-03  -7726.8546  -7726.9188      0.0000
       461        12  0.214133E-03  -7726.8147  -7726.8789      0.0000
       462        12  0.214133E-03  -7726.8301  -7726.8943      0.0000
       463        12  0.214133E-03  -7726.8766  -7726.9409      0.0000
       464        12  0.214133E-03  -7726.8233  -7726.8876      0.0000
       465        12  0.214133E-03  -7726.8867  -7726.9509      0.0000
       466        12  0.214133E-03  -7726.7637  -7726.8279      0.0000
       467        12  0.214133E-03  -7727.6335  -7727.6977      0.0000
       468        12  0.214133E-03  -7726.8669  -7726.9311      0.0000
       469        12  0.214133E-03  -7727.0664  -7727.1307      0.0000
       470        12  0.214133E-03  -7727.7586  -7727.8229      0.0003
       471        12  0.214133E-03  -7727.7079  -7727.7722      0.0000
       472        12  0.214133E-03  -7727.6068  -7727.6710      0.0000
       473        12  0.214133E-03  -7727.5368  -7727.6011      0.0000
       474        12  0.214133E-03  -7727.4278  -7727.4920      0.0000
       475        12  0.214133E-03  -7727.4655  -7727.5297      0.0000
       476        12  0.214133E-03  -7727.5090  -7727.5732      0.0000
       477        12  0.214133E-03  -7726.9063  -7726.9706      0.0000
       478        12  0.214133E-03  -7726.7406  -7726.8049      0.0000
       479        12  0.214133E-03  -7727.4505  -7727.5147      0.0000
       480        12  0.214133E-03  -7726.8383  -7726.9025      0.0000
       481        12  0.214133E-03  -7726.8766  -7726.9408      0.0000
       482        12  0.214133E-03  -7727.5191  -7727.5834      0.0000
       483        12  0.214133E-03  -7727.4445  -7727.5087      0.0000
       484        12  0.214133E-03  -7727.4991  -7727.5634      0.0000
       485        12  0.214133E-03  -7727.4787  -7727.5429      0.0000
       486        12  0.214133E-03  -7727.3637  -7727.4279      0.0000
       487        12  0.214133E-03  -7727.3599  -7727.4241      0.0000
       488        12  0.214133E-03  -7727.4028  -7727.4671      0.0000
       489        12  0.214133E-03  -7726.7436  -7726.8079      0.0000
       490        12  0.214133E-03  -7726.7438  -7726.8080      0.0000
       491        12  0.214133E-03  -7727.4005  -7727.4647      0.0000
       492        12  0.214133E-03  -7726.7446  -7726.8089      0.0000
       493        12  0.214133E-03  -7726.8773  -7726.9415      0.0000
       494        12  0.214133E-03  -7727.4387  -7727.5029      0.0000
       495        12  0.214133E-03  -7727.3628  -7727.4270      0.0000
       496        12  0.214133E-03  -7727.3612  -7727.4255      0.0000
       497        12  0.214133E-03  -7726.7836  -7726.8478      0.0000
       498        12  0.214133E-03  -7726.8787  -7726.9430      0.0000
       499        12  0.214133E-03  -7726.9374  -7727.0017      0.0000
       500        12  0.214133E-03  -7726.8864  -7726.9507      0.0000
       501        12  0.214133E-03  -7726.7549  -7726.8191      0.0000
       502        12  0.214133E-03  -7726.8705  -7726.9347      0.0000
       503        12  0.214133E-03  -7726.8977  -7726.9619      0.0000
       504        12  0.214133E-03  -7726.8091  -7726.8734      0.0000
       505        12  0.214133E-03  -7726.8662  -7726.9305      0.0000
       506        12  0.214133E-03  -7726.8609  -7726.9251      0.0000
       507        12  0.214133E-03  -7726.9029  -7726.9672      0.0000
       508        12  0.214133E-03  -7726.8907  -7726.9550      0.0000
       509        12  0.214133E-03  -7727.0478  -7727.1121      0.0000
       510        12  0.214133E-03  -7726.2877  -7726.3520      0.0000
       511        12  0.214133E-03  -7727.0081  -7727.0723      0.0000
       512        12  0.214133E-03  -7726.9695  -7727.0338      0.0000
       513        12  0.214133E-03  -7727.0786  -7727.1429      0.0000
       514        12  0.214133E-03  -7727.0427  -7727.1070      0.0000
       515        12  0.214133E-03  -7726.8396  -7726.9038      0.0000
       516        12  0.214133E-03  -7726.7495  -7726.8137      0.0000
       517        12  0.214133E-03  -7726.8151  -7726.8793      0.0000
       518        12  0.214133E-03  -7726.8308  -7726.8951      0.0000
       519        12  0.214133E-03  -7726.8294  -7726.8936      0.0000
       520        12  0.214133E-03  -7726.1137  -7726.1780      0.0000
       521        12  0.214133E-03  -7726.5517  -7726.6160      0.0000
       522        12  0.214133E-03  -7726.1577  -7726.2219      0.0000
       523        12  0.214133E-03  -7726.5555  -7726.6197      0.0000
       524        12  0.214133E-03  -7726.5463  -7726.6106      0.0000
       525        12  0.214133E-03  -7726.5429  -7726.6071      0.0000
       526        12  0.214133E-03  -7726.7644  -7726.8286      0.0000
       527        12  0.214133E-03  -7726.4543  -7726.5186      0.0000
       528        12  0.214133E-03  -7726.7042  -7726.7684      0.0000
       529        12  0.214133E-03  -7726.6922  -7726.7565      0.0000
       530        12  0.214133E-03  -7726.7243  -7726.7885      0.0000
       531        12  0.214133E-03  -7726.7436  -7726.8078      0.0000
       532        12  0.214133E-03  -7726.0039  -7726.0681      0.0000
       533        12  0.214133E-03  -7726.7325  -7726.7968      0.0000
       534        12  0.214133E-03  -7726.1058  -7726.1700      0.0000
       535        12  0.214133E-03  -7726.7439  -7726.8082      0.0000
       536        12  0.214133E-03  -7726.7637  -7726.8279      0.0000
       537        12  0.214133E-03  -7726.7134  -7726.7776      0.0000
       538        12  0.214133E-03  -7726.7096  -7726.7739      0.0000
       539        12  0.214133E-03  -7725.8993  -7725.9636      0.0000
       540        12  0.214133E-03  -7726.2327  -7726.2970      0.0000
       541        12  0.214133E-03  -7726.2318  -7726.2961      0.0000
       542        12  0.214133E-03  -7726.2260  -7726.2902      0.0000
       543        12  0.214133E-03  -7726.2060  -7726.2702      0.0000
       544        12  0.214133E-03  -7726.1789  -7726.2431      0.0000
       545        12  0.214133E-03  -7726.2064  -7726.2706      0.0000
       546        12  0.214133E-03  -7726.1690  -7726.2333      0.0000
       547        12  0.214133E-03  -7726.2214  -7726.2856      0.0000
       548        12  0.214133E-03  -7726.2354  -7726.2997      0.0000
       549        12  0.214133E-03  -7726.2277  -7726.2920      0.0000
       550        12  0.214133E-03  -7726.2410  -7726.3052      0.0000
       551        12  0.214133E-03  -7727.0076  -7727.0718      0.0000
       552        12  0.214133E-03  -7727.7492  -7727.8134      0.0002
       553        12  0.214133E-03  -7727.7396  -7727.8038      0.0001
       554        12  0.214133E-03  -7727.7953  -7727.8595      0.0012
       555        12  0.214133E-03  -7727.6990  -7727.7632      0.0000
       556        12  0.214133E-03  -7727.5429  -7727.6071      0.0000
       557        12  0.214133E-03  -7727.5183  -7727.5826      0.0000
       558        12  0.214133E-03  -7727.4984  -7727.5626      0.0000
       559        12  0.214133E-03  -7726.9619  -7727.0262      0.0000
       560        12  0.214133E-03  -7727.5412  -7727.6054      0.0000
       561        12  0.214133E-03  -7726.8516  -7726.9158      0.0000
       562        12  0.214133E-03  -7726.9678  -7727.0321      0.0000
       563        12  0.214133E-03  -7726.8563  -7726.9205      0.0000
       564        12  0.214133E-03  -7727.5381  -7727.6023      0.0000
       565        12  0.214133E-03  -7727.5283  -7727.5926      0.0000
       566        12  0.214133E-03  -7727.5164  -7727.5806      0.0000
       567        12  0.214133E-03  -7727.5817  -7727.6459      0.0000
       568        12  0.214133E-03  -7727.4512  -7727.5155      0.0000
       569        12  0.214133E-03  -7727.4611  -7727.5253      0.0000
       570        12  0.214133E-03  -7727.3932  -7727.4574      0.0000
       571        12  0.214133E-03  -7726.9689  -7727.0331      0.0000
       572        12  0.214133E-03  -7727.4560  -7727.5202      0.0000
       573        12  0.214133E-03  -7726.9736  -7727.0378      0.0000
       574        12  0.214133E-03  -7726.7849  -7726.8492      0.0000
       575        12  0.214133E-03  -7726.8554  -7726.9196      0.0000
       576        12  0.214133E-03  -7727.4647  -7727.5289      0.0000
       577        12  0.214133E-03  -7727.4426  -7727.5068      0.0000
       578        12  0.214133E-03  -7727.4328  -7727.4971      0.0000
       579        12  0.214133E-03  -7727.4895  -7727.5538      0.0000
       580        12  0.214133E-03  -7726.8315  -7726.8957      0.0000
       581        12  0.214133E-03  -7726.8945  -7726.9588      0.0000
       582        12  0.214133E-03  -7726.9682  -7727.0325      0.0000
       583        12  0.214133E-03  -7726.9294  -7726.9937      0.0000
       584        12  0.214133E-03  -7726.9290  -7726.9933      0.0000
       585        12  0.214133E-03  -7726.8999  -7726.9641      0.0000
       586        12  0.214133E-03  -7726.8313  -7726.8956      0.0000
       587        12  0.214133E-03  -7726.8662  -7726.9304      0.0000
       588        12  0.214133E-03  -7726.9338  -7726.9981      0.0000
       589        12  0.214133E-03  -7726.9423  -7727.0065      0.0000
       590        12  0.214133E-03  -7726.9863  -7727.0506      0.0000
       591        12  0.214133E-03  -7726.9337  -7726.9979      0.0000
       592        12  0.214133E-03  -7726.9994  -7727.0636      0.0000
       593        12  0.214133E-03  -7726.9653  -7727.0295      0.0000
       594        12  0.214133E-03  -7727.0339  -7727.0982      0.0000
       595        12  0.214133E-03  -7726.9652  -7727.0294      0.0000
       596        12  0.214133E-03  -7726.7842  -7726.8484      0.0000
       597        12  0.214133E-03  -7726.8438  -7726.9081      0.0000
       598        12  0.214133E-03  -7726.7712  -7726.8354      0.0000
       599        12  0.214133E-03  -7726.7810  -7726.8452      0.0000
       600        12  0.214133E-03  -7726.6962  -7726.7605      0.0000
       601        12  0.214133E-03  -7726.0919  -7726.1562      0.0000
       602        12  0.214133E-03  -7726.8295  -7726.8938      0.0000
       603        12  0.214133E-03  -7726.1736  -7726.2378      0.0000
       604        12  0.214133E-03  -7726.7824  -7726.8466      0.0000
       605        12  0.214133E-03  -7726.7688  -7726.8330      0.0000
       606        12  0.214133E-03  -7726.6645  -7726.7288      0.0000
       607        12  0.214133E-03  -7726.7030  -7726.7673      0.0000
       608        12  0.214133E-03  -7726.7665  -7726.8307      0.0000
       609        12  0.214133E-03  -7726.7837  -7726.8479      0.0000
       610        12  0.214133E-03  -7726.5698  -7726.6341      0.0000
       611        12  0.214133E-03  -7726.6012  -7726.6654      0.0000
       612        12  0.214133E-03  -7726.6861  -7726.7504      0.0000
       613        12  0.214133E-03  -7726.1497  -7726.2140      0.0000
       614        12  0.214133E-03  -7726.6167  -7726.6809      0.0000
       615        12  0.214133E-03  -7725.9955  -7726.0597      0.0000
       616        12  0.214133E-03  -7726.6863  -7726.7505      0.0000
       617        12  0.214133E-03  -7726.7463  -7726.8106      0.0000
       618        12  0.214133E-03  -7726.5824  -7726.6466      0.0000
       619        12  0.214133E-03  -7726.6884  -7726.7526      0.0000
       620        12  0.214133E-03  -7726.0581  -7726.1223      0.0000
       621        12  0.214133E-03  -7726.1127  -7726.1769      0.0000
       622        12  0.214133E-03  -7726.1859  -7726.2501      0.0000
       623        12  0.214133E-03  -7726.1023  -7726.1666      0.0000
       624        12  0.214133E-03  -7726.1660  -7726.2303      0.0000
       625        12  0.214133E-03  -7726.2660  -7726.3302      0.0000
       626        12  0.214133E-03  -7726.2767  -7726.3409      0.0000
       627        12  0.214133E-03  -7726.1817  -7726.2460      0.0000
       628        12  0.214133E-03  -7726.0913  -7726.1556      0.0000
       629        12  0.214133E-03  -7726.1678  -7726.2320      0.0000
       630        12  0.214133E-03  -7726.1813  -7726.2456      0.0000
       631        12  0.214133E-03  -7726.2526  -7726.3168      0.0000
       632        12  0.214133E-03  -7727.6753  -7727.7396      0.0000
       633        12  0.214133E-03  -7727.7632  -7727.8274      0.0003
